,index,patch_number,name,patch_data,file_path,syx_file,has_fixed_freqs,id,wav_path,inaudible
367,402,1,Tight  PN,"{
    'name': 'Tight  PN',
    'modmatrix': [
		[0, 1, 1, 0, 1, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 0, 0, 0, 0],
    'feedback': 4,
    'fixed_freq': [0, 0, 0, 0, 1, 0],
    'coarse': [5, 1, 1, 1, 2, 1],
    'fine': [0, 0, 0, 0, 53, 0],
    'detune': [-7, -7, 0, 0, 0, 0],
    'transpose': 0,
    'ol': [79, 83, 77, 76, 85, 99],
    'eg_rate': [
		[98, 98, 80, 95, 80, 75],
		[98, 90, 75, 85, 65, 20],
		[20, 90, 10, 7, 98, 13],
		[10, 8, 10, 8, 8, 48]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[99, 95, 99, 99, 0, 70],
		[90, 90, 90, 95, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [3, 1, 1, 2, 2, 4],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc107a.syx,vrc107a.syx,True,402,DX7_YAMAHA/VRC Voice ROMs/vrc107a/1_Tight  PN.wav,False
368,403,2,Rock   PN,"{
    'name': 'Rock   PN',
    'modmatrix': [
		[0, 1, 1, 0, 1, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 0, 0, 0, 0],
    'feedback': 6,
    'fixed_freq': [0, 0, 0, 0, 1, 0],
    'coarse': [13, 5, 3, 1, 2, 1],
    'fine': [38, 0, 0, 0, 4, 0],
    'detune': [-1, -2, -7, -1, 0, 0],
    'transpose': 0,
    'ol': [60, 69, 75, 73, 95, 99],
    'eg_rate': [
		[82, 78, 78, 77, 79, 80],
		[20, 72, 51, 72, 78, 20],
		[27, 19, 13, 10, 44, 18],
		[39, 35, 41, 37, 86, 43]
    ],
    'eg_level': [
		[91, 99, 99, 99, 99, 99],
		[70, 96, 96, 99, 53, 96],
		[0, 0, 0, 0, 7, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [4, 3, 2, 2, 2, 4],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc107a.syx,vrc107a.syx,True,403,DX7_YAMAHA/VRC Voice ROMs/vrc107a/2_Rock   PN.wav,False
369,404,3,School PN,"{
    'name': 'School PN',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 1, 1],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 0, 1, 0, 0],
    'feedback': 5,
    'fixed_freq': [0, 1, 1, 0, 0, 0],
    'coarse': [1, 2, 0, 5, 1, 1],
    'fine': [0, 9, 0, 0, 0, 0],
    'detune': [3, 0, 0, -4, -3, 0],
    'transpose': 0,
    'ol': [85, 96, 99, 81, 87, 95],
    'eg_rate': [
		[95, 77, 88, 95, 88, 88],
		[20, 72, 60, 28, 92, 28],
		[49, 72, 15, 27, 71, 27],
		[39, 55, 28, 47, 63, 44]
    ],
    'eg_level': [
		[92, 48, 99, 99, 99, 99],
		[52, 96, 94, 90, 67, 90],
		[0, 0, 0, 0, 91, 0],
		[0, 0, 0, 0, 90, 0]
    ],
    'sensitivity': [2, 2, 3, 2, 2, 3],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc107a.syx,vrc107a.syx,True,404,DX7_YAMAHA/VRC Voice ROMs/vrc107a/3_School PN.wav,False
370,405,4,Wire   PN,"{
    'name': 'Wire   PN',
    'modmatrix': [
		[0, 1, 1, 0, 1, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 0, 0, 0, 0],
    'feedback': 4,
    'fixed_freq': [0, 0, 1, 0, 1, 0],
    'coarse': [9, 3, 3, 3, 1, 1],
    'fine': [0, 0, 94, 0, 85, 0],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': 0,
    'ol': [69, 66, 51, 70, 99, 90],
    'eg_rate': [
		[76, 98, 87, 99, 82, 90],
		[30, 25, 66, 25, 65, 22],
		[26, 17, 52, 12, 40, 15],
		[28, 39, 28, 69, 41, 48]
    ],
    'eg_level': [
		[99, 99, 99, 99, 93, 99],
		[90, 91, 70, 91, 0, 90],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 3, 0, 2, 4, 3],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc107a.syx,vrc107a.syx,True,405,DX7_YAMAHA/VRC Voice ROMs/vrc107a/4_Wire   PN.wav,False
371,406,5,<Pop> Epn,"{
    'name': '<Pop> Epn',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 1, 1, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 0],
    'feedback': 6,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [23, 12, 1, 1, 10, 1],
    'fine': [32, 82, 0, 0, 40, 0],
    'detune': [-2, -7, -1, 0, -5, -5],
    'transpose': 0,
    'ol': [99, 54, 81, 99, 2, 99],
    'eg_rate': [
		[98, 98, 81, 92, 98, 98],
		[89, 35, 32, 45, 19, 32],
		[20, 21, 20, 20, 16, 21],
		[44, 58, 71, 51, 64, 64]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[0, 0, 93, 94, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 0, 3, 3, 1, 3],
    'has_fixed_freq': False,
}",DX7_YAMAHA/VRC Voice ROMs/vrc107a.syx,vrc107a.syx,False,406,DX7_YAMAHA/VRC Voice ROMs/vrc107a/5_<Pop> Epn.wav,False
372,407,6,<Brr> Epn,"{
    'name': '<Brr> Epn',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 0, 1, 1, 0],
    'feedback': 7,
    'fixed_freq': [0, 0, 1, 0, 0, 1],
    'coarse': [1, 2, 0, 2, 1, 0],
    'fine': [0, 38, 27, 0, 0, 0],
    'detune': [-1, 0, 0, 0, 0, 0],
    'transpose': 0,
    'ol': [79, 99, 99, 85, 81, 99],
    'eg_rate': [
		[84, 98, 85, 98, 80, 90],
		[29, 62, 24, 89, 50, 98],
		[25, 26, 32, 86, 24, 98],
		[98, 95, 76, 98, 98, 63]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[95, 31, 97, 0, 97, 99],
		[69, 0, 69, 90, 0, 99],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [2, 5, 2, 6, 2, 1],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc107a.syx,vrc107a.syx,True,407,DX7_YAMAHA/VRC Voice ROMs/vrc107a/6_<Brr> Epn.wav,False
373,408,7,<Wap> Epn,"{
    'name': '<Wap> Epn',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 1, 1, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 0],
    'feedback': 4,
    'fixed_freq': [1, 0, 0, 0, 0, 0],
    'coarse': [3, 1, 1, 1, 4, 1],
    'fine': [78, 80, 0, 0, 78, 0],
    'detune': [0, -7, -7, 0, -7, 0],
    'transpose': 0,
    'ol': [80, 60, 99, 99, 82, 99],
    'eg_rate': [
		[98, 88, 98, 85, 98, 98],
		[80, 95, 90, 49, 26, 38],
		[20, 56, 90, 20, 21, 21],
		[98, 83, 80, 60, 98, 65]
    ],
    'eg_level': [
		[99, 46, 99, 99, 69, 99],
		[0, 99, 0, 95, 0, 0],
		[0, 0, 85, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 2, 4, 3, 1, 3],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc107a.syx,vrc107a.syx,True,408,DX7_YAMAHA/VRC Voice ROMs/vrc107a/7_<Wap> Epn.wav,False
374,409,8,<Puf> Org,"{
    'name': '<Puf> Org',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 1, 1, 1],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 0],
    'feedback': 5,
    'fixed_freq': [0, 0, 0, 0, 1, 0],
    'coarse': [6, 1, 1, 1, 3, 3],
    'fine': [98, 57, 0, 0, 64, 0],
    'detune': [-5, -6, -4, -4, 0, -5],
    'transpose': 0,
    'ol': [39, 78, 69, 99, 60, 93],
    'eg_rate': [
		[61, 82, 70, 64, 61, 64],
		[98, 60, 98, 98, 98, 98],
		[57, 98, 98, 98, 57, 98],
		[60, 98, 59, 75, 60, 75]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[99, 0, 99, 99, 99, 99],
		[50, 0, 99, 99, 50, 99],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [1, 2, 4, 1, 1, 2],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc107a.syx,vrc107a.syx,True,409,DX7_YAMAHA/VRC Voice ROMs/vrc107a/8_<Puf> Org.wav,False
375,411,10,<Big> Org,"{
    'name': '<Big> Org',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 1, 1, 1],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 0],
    'feedback': 3,
    'fixed_freq': [0, 0, 0, 1, 0, 1],
    'coarse': [0, 1, 1, 0, 3, 0],
    'fine': [0, 0, 0, 0, 0, 50],
    'detune': [-4, -5, -4, 0, 0, 0],
    'transpose': 0,
    'ol': [80, 70, 70, 99, 86, 99],
    'eg_rate': [
		[98, 98, 98, 98, 71, 95],
		[98, 98, 98, 98, 98, 98],
		[98, 98, 98, 98, 92, 98],
		[98, 98, 98, 98, 98, 80]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[99, 99, 99, 99, 99, 99],
		[99, 99, 99, 99, 90, 99],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [2, 2, 2, 0, 4, 4],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc107a.syx,vrc107a.syx,True,411,DX7_YAMAHA/VRC Voice ROMs/vrc107a/10_<Big> Org.wav,False
376,412,11,Magicorga,"{
    'name': 'Magicorga',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 1, 0, 1, 0],
    'feedback': 7,
    'fixed_freq': [0, 1, 0, 1, 0, 1],
    'coarse': [1, 0, 1, 0, 0, 0],
    'fine': [50, 46, 0, 27, 0, 0],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': 0,
    'ol': [80, 99, 83, 99, 91, 99],
    'eg_rate': [
		[90, 98, 98, 98, 98, 98],
		[98, 98, 98, 98, 98, 98],
		[80, 98, 98, 98, 98, 98],
		[98, 98, 98, 98, 98, 98]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[99, 99, 99, 99, 99, 99],
		[90, 99, 99, 99, 99, 99],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [3, 0, 4, 0, 4, 0],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc107a.syx,vrc107a.syx,True,412,DX7_YAMAHA/VRC Voice ROMs/vrc107a/11_Magicorga.wav,False
377,413,12,Bigpipes ,"{
    'name': 'Bigpipes ',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 1, 1, 1],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 0],
    'feedback': 4,
    'fixed_freq': [0, 0, 0, 1, 0, 1],
    'coarse': [1, 4, 0, 0, 1, 0],
    'fine': [0, 0, 0, 0, 0, 12],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': 0,
    'ol': [79, 76, 96, 99, 83, 99],
    'eg_rate': [
		[72, 61, 61, 60, 72, 68],
		[25, 25, 25, 97, 48, 54],
		[25, 25, 25, 62, 25, 62],
		[45, 42, 44, 39, 39, 43]
    ],
    'eg_level': [
		[99, 99, 99, 99, 77, 79],
		[99, 99, 99, 99, 99, 99],
		[99, 93, 99, 99, 93, 99],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [1, 3, 1, 1, 1, 1],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc107a.syx,vrc107a.syx,True,413,DX7_YAMAHA/VRC Voice ROMs/vrc107a/12_Bigpipes .wav,False
378,414,13,<FM>alog ,"{
    'name': '<FM>alog ',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 1, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 0],
    'feedback': 7,
    'fixed_freq': [0, 0, 0, 1, 0, 1],
    'coarse': [5, 1, 1, 0, 1, 0],
    'fine': [0, 0, 0, 37, 0, 16],
    'detune': [-4, -5, -3, 0, -6, 0],
    'transpose': -12,
    'ol': [92, 74, 79, 99, 83, 99],
    'eg_rate': [
		[86, 35, 56, 54, 47, 80],
		[62, 35, 74, 15, 50, 56],
		[17, 10, 10, 10, 32, 10],
		[68, 55, 45, 66, 61, 60]
    ],
    'eg_level': [
		[99, 99, 98, 99, 99, 98],
		[25, 92, 98, 92, 94, 98],
		[80, 0, 36, 0, 92, 36],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [5, 0, 2, 0, 2, 1],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc107a.syx,vrc107a.syx,True,414,DX7_YAMAHA/VRC Voice ROMs/vrc107a/13_<FM>alog .wav,False
379,415,14,<FM>alog ,"{
    'name': '<FM>alog ',
    'modmatrix': [
		[0, 1, 1, 0, 1, 0],
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 0, 0, 0, 0],
    'feedback': 7,
    'fixed_freq': [0, 0, 1, 0, 0, 1],
    'coarse': [0, 4, 3, 0, 2, 0],
    'fine': [0, 0, 64, 0, 0, 0],
    'detune': [-4, 0, 0, 0, -6, 0],
    'transpose': 0,
    'ol': [99, 91, 34, 98, 79, 99],
    'eg_rate': [
		[98, 70, 53, 69, 21, 98],
		[70, 23, 22, 73, 23, 60],
		[78, 47, 9, 20, 34, 21],
		[36, 39, 98, 48, 22, 85]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[91, 99, 48, 97, 95, 94],
		[86, 38, 59, 0, 82, 70],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 4, 4, 6, 5, 2],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc107a.syx,vrc107a.syx,True,415,DX7_YAMAHA/VRC Voice ROMs/vrc107a/14_<FM>alog .wav,False
380,416,15,<FM>alog ,"{
    'name': '<FM>alog ',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 1, 0],
		[0, 0, 0, 0, 1, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 1],
    'feedback': 6,
    'fixed_freq': [0, 1, 0, 0, 0, 1],
    'coarse': [1, 3, 0, 0, 0, 0],
    'fine': [50, 34, 0, 0, 0, 0],
    'detune': [-6, 0, -2, -1, -1, 0],
    'transpose': 0,
    'ol': [99, 45, 77, 99, 93, 99],
    'eg_rate': [
		[38, 70, 70, 64, 40, 65],
		[36, 27, 27, 40, 26, 98],
		[16, 16, 16, 23, 9, 98],
		[48, 40, 57, 42, 55, 45]
    ],
    'eg_level': [
		[47, 90, 90, 99, 94, 99],
		[99, 99, 99, 97, 99, 99],
		[91, 91, 91, 94, 93, 99],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [2, 1, 1, 0, 1, 0],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc107a.syx,vrc107a.syx,True,416,DX7_YAMAHA/VRC Voice ROMs/vrc107a/15_<FM>alog .wav,False
381,417,16,<Pluk>   ,"{
    'name': '<Pluk>   ',
    'modmatrix': [
		[0, 1, 1, 0, 1, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 0, 0, 0, 0],
    'feedback': 7,
    'fixed_freq': [1, 0, 0, 0, 1, 1],
    'coarse': [3, 3, 7, 0, 0, 0],
    'fine': [41, 0, 0, 0, 17, 0],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': 0,
    'ol': [99, 99, 78, 99, 99, 99],
    'eg_rate': [
		[99, 98, 90, 98, 75, 98],
		[82, 64, 67, 30, 69, 33],
		[75, 0, 21, 34, 82, 14],
		[0, 8, 82, 46, 11, 32]
    ],
    'eg_level': [
		[99, 85, 99, 99, 99, 99],
		[87, 48, 85, 80, 0, 80],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [1, 4, 7, 7, 1, 1],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc107a.syx,vrc107a.syx,True,417,DX7_YAMAHA/VRC Voice ROMs/vrc107a/16_<Pluk>   .wav,False
382,418,17,<Pluk>   ,"{
    'name': '<Pluk>   ',
    'modmatrix': [
		[0, 1, 1, 0, 1, 0],
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 0, 0, 0, 0],
    'feedback': 6,
    'fixed_freq': [0, 0, 1, 0, 0, 1],
    'coarse': [0, 0, 3, 2, 1, 0],
    'fine': [1, 0, 92, 0, 0, 0],
    'detune': [-2, 0, 0, -7, -1, 0],
    'transpose': 0,
    'ol': [88, 99, 99, 99, 99, 99],
    'eg_rate': [
		[94, 98, 98, 98, 82, 98],
		[35, 60, 88, 90, 85, 80],
		[32, 46, 94, 50, 57, 25],
		[17, 19, 98, 98, 98, 45]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[51, 93, 68, 74, 76, 99],
		[99, 76, 51, 37, 30, 0],
		[99, 0, 99, 66, 0, 0]
    ],
    'sensitivity': [7, 7, 5, 1, 1, 0],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc107a.syx,vrc107a.syx,True,418,DX7_YAMAHA/VRC Voice ROMs/vrc107a/17_<Pluk>   .wav,False
383,419,18,<Pluk>   ,"{
    'name': '<Pluk>   ',
    'modmatrix': [
		[0, 1, 1, 0, 1, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 0, 0, 0, 0],
    'feedback': 7,
    'fixed_freq': [0, 0, 0, 0, 1, 0],
    'coarse': [8, 1, 12, 3, 3, 1],
    'fine': [2, 0, 0, 0, 93, 0],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': -12,
    'ol': [65, 76, 79, 69, 98, 99],
    'eg_rate': [
		[27, 46, 35, 98, 52, 98],
		[98, 98, 98, 46, 98, 37],
		[68, 43, 48, 17, 72, 17],
		[88, 85, 68, 61, 67, 56]
    ],
    'eg_level': [
		[71, 76, 60, 99, 60, 99],
		[99, 99, 99, 61, 99, 70],
		[0, 45, 24, 45, 0, 55],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 3, 0, 4, 0, 1],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc107a.syx,vrc107a.syx,True,419,DX7_YAMAHA/VRC Voice ROMs/vrc107a/18_<Pluk>   .wav,False
384,420,19,Hav-a-Cla,"{
    'name': 'Hav-a-Cla',
    'modmatrix': [
		[0, 1, 1, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 1, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 0, 0, 0, 0],
    'feedback': 3,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [20, 4, 3, 7, 0, 2],
    'fine': [0, 0, 0, 50, 0, 0],
    'detune': [0, -2, 0, 0, -1, -3],
    'transpose': 0,
    'ol': [82, 74, 81, 85, 82, 99],
    'eg_rate': [
		[98, 98, 98, 98, 98, 95],
		[87, 95, 92, 87, 95, 92],
		[0, 54, 28, 0, 0, 28],
		[0, 0, 60, 0, 0, 60]
    ],
    'eg_level': [
		[87, 99, 99, 87, 99, 99],
		[86, 96, 90, 86, 96, 90],
		[0, 89, 0, 0, 89, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [2, 4, 3, 7, 5, 7],
    'has_fixed_freq': False,
}",DX7_YAMAHA/VRC Voice ROMs/vrc107a.syx,vrc107a.syx,False,420,DX7_YAMAHA/VRC Voice ROMs/vrc107a/19_Hav-a-Cla.wav,False
385,422,21,Tenor  vo,"{
    'name': 'Tenor  vo',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 1, 1],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 0],
    'feedback': 3,
    'fixed_freq': [1, 1, 0, 0, 0, 0],
    'coarse': [0, 3, 1, 3, 1, 1],
    'fine': [59, 38, 0, 1, 0, 1],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': -12,
    'ol': [60, 60, 74, 99, 81, 99],
    'eg_rate': [
		[43, 58, 55, 65, 47, 60],
		[98, 53, 58, 44, 49, 98],
		[98, 45, 70, 37, 41, 99],
		[44, 53, 58, 61, 83, 59]
    ],
    'eg_level': [
		[99, 29, 51, 57, 92, 99],
		[99, 61, 74, 92, 91, 99],
		[99, 83, 99, 99, 95, 99],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 1, 4, 1, 1, 3],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc107a.syx,vrc107a.syx,True,422,DX7_YAMAHA/VRC Voice ROMs/vrc107a/21_Tenor  vo.wav,False
386,423,22,Lady   vo,"{
    'name': 'Lady   vo',
    'modmatrix': [
		[0, 0, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 1, 1],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 1, 0, 1, 0, 0],
    'feedback': 7,
    'fixed_freq': [0, 1, 0, 1, 0, 0],
    'coarse': [1, 3, 1, 3, 0, 2],
    'fine': [0, 38, 1, 40, 99, 0],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': 0,
    'ol': [66, 54, 99, 57, 99, 99],
    'eg_rate': [
		[44, 48, 47, 38, 44, 47],
		[98, 68, 58, 46, 57, 98],
		[30, 38, 70, 91, 52, 98],
		[35, 52, 60, 54, 61, 64]
    ],
    'eg_level': [
		[99, 29, 51, 99, 72, 99],
		[99, 61, 74, 99, 85, 99],
		[89, 69, 99, 99, 57, 99],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [3, 2, 1, 5, 2, 2],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc107a.syx,vrc107a.syx,True,423,DX7_YAMAHA/VRC Voice ROMs/vrc107a/22_Lady   vo.wav,False
387,424,23,Vocoda vo,"{
    'name': 'Vocoda vo',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 1, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 0, 1, 0, 0],
    'feedback': 7,
    'fixed_freq': [1, 0, 0, 1, 0, 0],
    'coarse': [0, 1, 3, 3, 1, 2],
    'fine': [9, 0, 0, 41, 0, 0],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': -12,
    'ol': [61, 87, 99, 39, 94, 99],
    'eg_rate': [
		[58, 53, 79, 83, 71, 62],
		[60, 51, 60, 98, 47, 69],
		[44, 37, 35, 24, 44, 44],
		[98, 98, 71, 71, 71, 71]
    ],
    'eg_level': [
		[60, 45, 99, 99, 56, 74],
		[90, 99, 95, 99, 99, 99],
		[88, 74, 80, 81, 35, 75],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [1, 2, 1, 2, 2, 0],
    'has_fixed_freq': True,
}",DX7_YAMAHA/VRC Voice ROMs/vrc107a.syx,vrc107a.syx,True,424,DX7_YAMAHA/VRC Voice ROMs/vrc107a/23_Vocoda vo.wav,False
