,id,wav_path,name,caption
300,330,DX7_YAMAHA/VRC Voice ROMs/vrc111a/23_NuMdlXprs.wav,NuMdlXprs,"Electronic bass, which possesses a deep, resonant, and somewhat metallic timbre, characterized by a sharp, percussive attack and a sustained, buzzing decay."
301,331,DX7_YAMAHA/VRC Voice ROMs/vrc111a/24_DigiXylo1.wav,DigiXylo1,"Xylophone, which has a bright, bell-like timbre and a very percussive envelope with a fast attack and quick decay."
302,332,DX7_YAMAHA/VRC Voice ROMs/vrc111a/25_Jamaica 2.wav,Jamaica 2,"Electronic tuned percussion instrument, which has a crisp, percussive attack and a bright, bell-like timbre with a moderate decay."
303,333,DX7_YAMAHA/VRC Voice ROMs/vrc111a/26_NewCelest.wav,NewCelest,"Celeste, which has a bright, bell-like timbre and a gentle attack that transitions into a long, shimmering decay."
304,334,DX7_YAMAHA/VRC Voice ROMs/vrc111a/27_Glocker 1.wav,Glocker 1,"Glockenspiel, which has a bright, metallic timbre and a percussive envelope with a quick decay."
305,335,DX7_YAMAHA/VRC Voice ROMs/vrc111a/28_MuzacBox .wav,MuzacBox ,"Pad, which has a soft, airy timbre with a slow attack and long sustain, creating a smooth, ethereal texture."
306,336,DX7_YAMAHA/VRC Voice ROMs/vrc111a/29_RodeBell2.wav,RodeBell2,"Electric bell, which has a bright, metallic timbre with a sharp attack and a long, resonant decay."
307,337,DX7_YAMAHA/VRC Voice ROMs/vrc111a/30_XprmntlBe.wav,XprmntlBe,"Electronic bell, which has a bright, metallic timbre with a sharp, percussive attack and a very long, gradually decaying sustain."
308,338,DX7_YAMAHA/VRC Voice ROMs/vrc111a/31_Long Gong.wav,Long Gong,"Percussion, which has a metallic, resonant timbre that decays very slowly."
309,340,DX7_YAMAHA/VRC Voice ROMs/vrc105a/1_THUNDER  .wav,THUNDER  ,"Thunder, which is a deep, rumbling, and powerful broadband noise that gradually decays, emulating natural atmospheric sound."
310,341,DX7_YAMAHA/VRC Voice ROMs/vrc105a/2_STORM    .wav,STORM    ,"Storm sound effect, which features a dark, powerful rumble that rapidly ascends in pitch and volume, creating a dramatic, evolving envelope."
311,342,DX7_YAMAHA/VRC Voice ROMs/vrc105a/3_STORM    .wav,STORM    ,"Ambient drone, which features a deep, rumbling timbre and a slow, evolving envelope that gradually swells in intensity."
312,343,DX7_YAMAHA/VRC Voice ROMs/vrc105a/4_WATERDROP.wav,WATERDROP,"Percussive tone, which has a bright, resonant timbre with a sharp attack and a rapid, clear decay."
313,344,DX7_YAMAHA/VRC Voice ROMs/vrc105a/5_BUBBLES  .wav,BUBBLES  ,"Bubble sound, which has a bright, hollow timbre and a very quick attack followed by a rapid decay."
314,345,DX7_YAMAHA/VRC Voice ROMs/vrc105a/6_WAVE     .wav,WAVE     ,"Electronic wave, which features a complex, airy timbre that rapidly swells to a peak and then slowly fades, creating a whooshing and atmospheric effect."
315,346,DX7_YAMAHA/VRC Voice ROMs/vrc105a/7_WAVE     .wav,WAVE     ,"Digital pad, which possesses a bright, evolving, and somewhat metallic timbre, characterized by a rapid attack and a sustained, shimmering resonance."
316,347,DX7_YAMAHA/VRC Voice ROMs/vrc105a/8_WAVE     .wav,WAVE     ,"Electronic texture, which possesses a complex, evolving timbre with a distinct, undulating envelope that rises and falls like an ocean swell."
317,348,DX7_YAMAHA/VRC Voice ROMs/vrc105a/9_WAVE     .wav,WAVE     ,"Digital wave instrument, which has a bright, metallic timbre that shimmers and wavers during its decay, following a sharp, percussive attack."
318,349,DX7_YAMAHA/VRC Voice ROMs/vrc105a/10_RUMB.EART.wav,RUMB.EART,"Low electronic pad, which possesses a dark, resonant timbre with a subtle growling texture and a very slow, sustained envelope."
319,351,DX7_YAMAHA/VRC Voice ROMs/vrc105a/12_EXPLOSION.wav,EXPLOSION,"Impact sound effect, which has a sharp, metallic attack that resonates deeply and slowly fades into silence."
320,352,DX7_YAMAHA/VRC Voice ROMs/vrc105a/13_MAC.GUN  .wav,MAC.GUN  ,"Industrial metallic sound, which has a bright, sharp timbre with rapid, percussive attacks and quick decays, evolving into a sustained, resonant drone."
321,354,DX7_YAMAHA/VRC Voice ROMs/vrc105a/15_MOBILE   .wav,MOBILE   ,"Electronic pad, which has a sustained and somewhat metallic timbre with a notable internal pulsating quality, and a smooth, non-percussive envelope."
322,355,DX7_YAMAHA/VRC Voice ROMs/vrc105a/16_MOBILE   .wav,MOBILE   ,"Electronic drone, which features a rich, constantly evolving timbre that shifts spectrally, accompanied by a slow, sustained envelope."
323,356,DX7_YAMAHA/VRC Voice ROMs/vrc105a/17_KLAXON   .wav,KLAXON   ,"Klaxon horn, which has a piercing, metallic timbre and an abrupt, sustained envelope, characteristic of a warning signal."
324,357,DX7_YAMAHA/VRC Voice ROMs/vrc105a/18_MOTERCYCL.wav,MOTERCYCL,"Motorcycle engine sound, which possesses a gritty, mechanical timbre and an envelope characterized by a rapid upward pitch sweep followed by a gradual downward pitch and volume decay."
325,358,DX7_YAMAHA/VRC Voice ROMs/vrc105a/19_AMBULANCE.wav,AMBULANCE,"Siren, it has a piercing, reedy timbre with a continuously fluctuating pitch and an abrupt cutoff."
326,359,DX7_YAMAHA/VRC Voice ROMs/vrc105a/20_PATROL CA.wav,PATROL CA,"Digital choir, which has a sustained, airy timbre with a slow attack and long release, giving it a soft, atmospheric quality."
327,360,DX7_YAMAHA/VRC Voice ROMs/vrc105a/21_SIREN    .wav,SIREN    ,"Siren, which has a piercing and wailing timbre characterized by a continuously rising and falling pitch and a sustained envelope."
328,361,DX7_YAMAHA/VRC Voice ROMs/vrc105a/22_PLAIN    .wav,PLAIN    ,"Pad, which has a pure and resonant timbre with a gentle, airy quality, and a very slow attack that allows it to softly swell into a sustained presence."
329,362,DX7_YAMAHA/VRC Voice ROMs/vrc105a/23_PLAIN    .wav,PLAIN    ,"Bass drone, which has a deep, resonant timbre and a continuously sustained envelope."
330,363,DX7_YAMAHA/VRC Voice ROMs/vrc105a/24_HELICOPTE.wav,HELICOPTE,"Mechanical sound, which has a low-frequency, pulsating timbre with a percussive attack and a rapid, repetitive modulation, giving it a distinctive whirring quality."
331,364,DX7_YAMAHA/VRC Voice ROMs/vrc105a/25_LOCOMOTIV.wav,LOCOMOTIV,"Engine rumble, which has a low-pitched, gritty timbre and a continuous, sustained envelope."
332,365,DX7_YAMAHA/VRC Voice ROMs/vrc105a/26_SHIP......wav,SHIP.....,"Atmospheric drone, which has an evolving, resonant, and somewhat hollow timbre with a slow attack and a very long, smooth decay."
333,366,DX7_YAMAHA/VRC Voice ROMs/vrc105a/27_TEL CALL .wav,TEL CALL ,"Electronic tone, which possesses a clear, high-pitched, and reedy timbre with an immediate attack and a sustained envelope."
334,367,DX7_YAMAHA/VRC Voice ROMs/vrc105a/28_TEL CALL .wav,TEL CALL ,"Telephone-like ringing sound, which has a metallic and somewhat dissonant timbre, with a sharp initial attack and a long, gradually fading sustain."
335,368,DX7_YAMAHA/VRC Voice ROMs/vrc105a/29_BELL......wav,BELL.....,"Bell, which has a bright, metallic timbre and a sharp attack followed by a long, ringing decay."
336,369,DX7_YAMAHA/VRC Voice ROMs/vrc105a/30_PI.PO.PA..wav,PI.PO.PA.,"Pitched reed instrument, which has a bright, somewhat piercing timbre with a rapid attack and a sustained, even envelope."
337,370,DX7_YAMAHA/VRC Voice ROMs/vrc105a/31_ALARM!   .wav,ALARM!   ,"Electronic tone, which has a clear, piercing timbre and a very stable, sustained envelope, maintaining its pitch and volume without variation."
338,371,DX7_YAMAHA/VRC Voice ROMs/vrc104b/0_CLAVES   .wav,CLAVES   ,"Percussion, which has a very short, sharp attack and an immediate decay, resulting in a bright, clicky timbre."
339,372,DX7_YAMAHA/VRC Voice ROMs/vrc104b/1_GUIRO    .wav,GUIRO    ,"Percussion, which has a raspy, scraping timbre with a very fast attack and decay, creating a series of short, distinct percussive sounds."
340,373,DX7_YAMAHA/VRC Voice ROMs/vrc104b/2_MARACAS  .wav,MARACAS  ,"Maraca, which has a bright, rattling timbre and a very short, percussive envelope with a rapid attack and immediate decay."
341,374,DX7_YAMAHA/VRC Voice ROMs/vrc104b/3_KABASA   .wav,KABASA   ,"Shaker, which produces a bright, metallic, and rattling sound with a very sharp attack and a quick decay."
342,375,DX7_YAMAHA/VRC Voice ROMs/vrc104b/5_TAMBLN.  .wav,TAMBLN.  ,"Hand drum, which has a bright, ringing timbre with a sharp attack and a short, resonant decay."
343,376,DX7_YAMAHA/VRC Voice ROMs/vrc104b/7_TRIANGLE .wav,TRIANGLE ,"Pitched percussion, which has a bright, clear timbre and a rapid attack followed by a sustained, resonant decay."
344,377,DX7_YAMAHA/VRC Voice ROMs/vrc104b/8_TRIANGLE .wav,TRIANGLE ,"Electronic tone, which has a clear, somewhat bright but not harsh timbre with an instantaneous attack and release."
345,378,DX7_YAMAHA/VRC Voice ROMs/vrc104b/9_BELL TREE.wav,BELL TREE,"Percussion bell, it has a bright, metallic timbre with a sharp attack and a long, resonant decay."
346,379,DX7_YAMAHA/VRC Voice ROMs/vrc104b/10_SMALL BEL.wav,SMALL BEL,"Bell, which has a bright, metallic timbre with a quick percussive attack and a long, ringing decay."
347,380,DX7_YAMAHA/VRC Voice ROMs/vrc104b/11_AGOGO    .wav,AGOGO    ,"Percussive bell, which has a bright, metallic timbre, a sharp attack, and a relatively quick, ringing decay."
348,381,DX7_YAMAHA/VRC Voice ROMs/vrc104b/12_GONG     .wav,GONG     ,"Gong, which has a strong initial transient, a rich and resonant metallic timbre with complex overtones, and a long, slow decay."
349,382,DX7_YAMAHA/VRC Voice ROMs/vrc104b/13_COW BELL .wav,COW BELL ,"Percussive bell, which has a bright, metallic timbre and a very short, percussive envelope."
350,383,DX7_YAMAHA/VRC Voice ROMs/vrc104b/14_COW BELL .wav,COW BELL ,"Cowbell, which has a metallic, percussive timbre with a sharp attack and a rapid decay that rings out briefly."
351,384,DX7_YAMAHA/VRC Voice ROMs/vrc104b/15_COW BELL .wav,COW BELL ,"Percussive bell, which has a bright, metallic timbre with a sharp attack and rapidly decaying resonance."
352,385,DX7_YAMAHA/VRC Voice ROMs/vrc104b/16_WIND BELL.wav,WIND BELL,"Chimes, which have a bright, resonant timbre and an envelope characterized by a clear, percussive attack and a long, gradual decay."
353,386,DX7_YAMAHA/VRC Voice ROMs/vrc104b/17_WIND BELL.wav,WIND BELL,"Wind chime, which has a clear, ringing metallic timbre with a sharp initial strike and a very slow, fading decay."
354,387,DX7_YAMAHA/VRC Voice ROMs/vrc104b/18_STEEL DRU.wav,STEEL DRU,"Steel drum, which has a bright, resonant metallic timbre with a sharp percussive attack and a moderate decay."
355,388,DX7_YAMAHA/VRC Voice ROMs/vrc104b/19_GLASSHARP.wav,GLASSHARP,"Glass instrument, which has a bright, sustained timbre with a clear, resonant decay."
356,390,DX7_YAMAHA/VRC Voice ROMs/vrc104b/21_REV.CYMB .wav,REV.CYMB ,"Reversed cymbal, which has a bright, metallic timbre with a slow, swelling attack and a gradual decay."
357,391,DX7_YAMAHA/VRC Voice ROMs/vrc104b/22_REV.CYMB .wav,REV.CYMB ,"reversed cymbal, which has a bright, metallic timbre that swells in volume before cutting off abruptly, creating a shimmering effect."
358,392,DX7_YAMAHA/VRC Voice ROMs/vrc104b/23_SYN.PERC..wav,SYN.PERC.,"Chime-like percussion, which has a bright, resonant timbre with a very quick decay."
359,393,DX7_YAMAHA/VRC Voice ROMs/vrc104b/24_SYN.PERC..wav,SYN.PERC.,"Digital percussion, which has a bright, bell-like timbre and a very short, sharp percussive envelope."
360,394,DX7_YAMAHA/VRC Voice ROMs/vrc104b/25_SYN.PERC..wav,SYN.PERC.,"Electronic percussion, which has a bright, almost clicky timbre and a very rapid, short envelope."
361,395,DX7_YAMAHA/VRC Voice ROMs/vrc104b/26_SYN.PERC..wav,SYN.PERC.,"Electronic percussion, which has a sharp, digital timbre with a rapid downward pitch bend and an extremely short, percussive envelope."
362,397,DX7_YAMAHA/VRC Voice ROMs/vrc104b/28_SYN.PERC..wav,SYN.PERC.,"Electronic percussion, which has a bright, sharp timbre and a very short, quick envelope with a fast attack and immediate decay."
363,398,DX7_YAMAHA/VRC Voice ROMs/vrc104b/29_SYN.PERC..wav,SYN.PERC.,"Percussion, which has a bright, crisp timbre and a very fast attack with a quick, percussive decay."
364,399,DX7_YAMAHA/VRC Voice ROMs/vrc104b/30_SYN.PERC..wav,SYN.PERC.,"Electronic percussion, which has a bright, high-pitched click timbre and an extremely rapid, percussive envelope."
365,400,DX7_YAMAHA/VRC Voice ROMs/vrc104b/31_SYN.PERC..wav,SYN.PERC.,"Digital percussion, which has a bright, metallic, and slightly noisy timbre with an extremely fast attack and rapid decay."
366,401,DX7_YAMAHA/VRC Voice ROMs/vrc107a/0_Chorus PN.wav,Chorus PN,"Electric piano, which has a rich, bell-like timbre with a shimmering chorus effect, featuring a clear attack and a long, smooth sustain."
367,402,DX7_YAMAHA/VRC Voice ROMs/vrc107a/1_Tight  PN.wav,Tight  PN,"Electric piano, which has a bright, clear timbre with a very fast attack and quick, percussive decay."
368,403,DX7_YAMAHA/VRC Voice ROMs/vrc107a/2_Rock   PN.wav,Rock   PN,"Electric piano, which has a bright, percussive attack and a moderate decay, giving it a punchy and resonant character."
369,404,DX7_YAMAHA/VRC Voice ROMs/vrc107a/3_School PN.wav,School PN,"Digital piano, which has a bright, clean timbre with a percussive attack and a relatively short decay."
370,405,DX7_YAMAHA/VRC Voice ROMs/vrc107a/4_Wire   PN.wav,Wire   PN,"Metallic plucked instrument, which has a bright, ringing timbre with a sharp, percussive attack and a long, resonant sustain."
371,406,DX7_YAMAHA/VRC Voice ROMs/vrc107a/5_<Pop> Epn.wav,<Pop> Epn,"Electric piano, which has a warm, mellow timbre with a slightly bell-like quality and a smooth, moderately decaying envelope."
372,407,DX7_YAMAHA/VRC Voice ROMs/vrc107a/6_<Brr> Epn.wav,<Brr> Epn,"Electric piano, which has a bright, bell-like timbre with a rapid attack and a characteristic shimmering decay."
373,408,DX7_YAMAHA/VRC Voice ROMs/vrc107a/7_<Wap> Epn.wav,<Wap> Epn,"Electric piano, which has a warm, mellow timbre with a prominent, slowly evolving wah-wah filter effect and a moderate sustain."
374,409,DX7_YAMAHA/VRC Voice ROMs/vrc107a/8_<Puf> Org.wav,<Puf> Org,"Organ, which has a full and airy timbre with a quick attack and a long, sustained decay."
375,411,DX7_YAMAHA/VRC Voice ROMs/vrc107a/10_<Big> Org.wav,<Big> Org,"Organ, which has a rich, full timbre with a quick attack and a sustained tone that releases quickly."
376,412,DX7_YAMAHA/VRC Voice ROMs/vrc107a/11_Magicorga.wav,Magicorga,"Organ, which has a bright, mystical timbre and a rapid attack with a sustained release."
377,413,DX7_YAMAHA/VRC Voice ROMs/vrc107a/12_Bigpipes .wav,Bigpipes ,"Pipe organ, which has a rich, resonant timbre and a gradual attack followed by a sustained envelope."
378,414,DX7_YAMAHA/VRC Voice ROMs/vrc107a/13_<FM>alog .wav,<FM>alog ,"Electronic pad, which has a warm, full, and slightly modulated timbre with a slow attack and long sustain."
379,415,DX7_YAMAHA/VRC Voice ROMs/vrc107a/14_<FM>alog .wav,<FM>alog ,"Electronic chime, which has a bright, somewhat metallic timbre with a percussive attack and a clear, resonant decay."
380,416,DX7_YAMAHA/VRC Voice ROMs/vrc107a/15_<FM>alog .wav,<FM>alog ,"Electronic melodic tone, which has a moderately sharp attack, a sustained body with a resonant, complex timbre that blends metallic and reedy qualities, and a moderate decay."
381,417,DX7_YAMAHA/VRC Voice ROMs/vrc107a/16_<Pluk>   .wav,<Pluk>   ,"Pluck, which has a bright, percussive timbre with a very fast attack and a rapid decay."
382,418,DX7_YAMAHA/VRC Voice ROMs/vrc107a/17_<Pluk>   .wav,<Pluk>   ,"Plucked string, which has a bright, percussive timbre with a very fast attack and a rapid decay."
383,419,DX7_YAMAHA/VRC Voice ROMs/vrc107a/18_<Pluk>   .wav,<Pluk>   ,"Plucked string, which has a bright, clear timbre with a very fast attack and rapid decay."
384,420,DX7_YAMAHA/VRC Voice ROMs/vrc107a/19_Hav-a-Cla.wav,Hav-a-Cla,"Clavichord, which has a bright, percussive attack and a short, decaying sustain."
385,422,DX7_YAMAHA/VRC Voice ROMs/vrc107a/21_Tenor  vo.wav,Tenor  vo,"Vocal ensemble, which has a warm, dark, and resonant timbre with a slow attack and a long, smooth decay."
386,423,DX7_YAMAHA/VRC Voice ROMs/vrc107a/22_Lady   vo.wav,Lady   vo,"Vocal, which features a warm, ethereal, and airy timbre with a slow attack and a long, gradual release, creating a sustained, atmospheric quality."
387,424,DX7_YAMAHA/VRC Voice ROMs/vrc107a/23_Vocoda vo.wav,Vocoda vo,"Vocal sound, which has a robotic and metallic timbre, with a sustained envelope that lacks natural decay."
388,425,DX7_YAMAHA/VRC Voice ROMs/vrc107a/24_Wahhh  vo.wav,Wahhh  vo,"Vocal-like sound, which has a resonant timbre characterized by continuous vowel-like shifts or a wah-wah effect, and features a percussive attack followed by a relatively quick release."
389,426,DX7_YAMAHA/VRC Voice ROMs/vrc107a/25_Elec Bras.wav,Elec Bras,"Electronic brass, which has a bright and full timbre with a moderately fast attack and a sustained release."
390,427,DX7_YAMAHA/VRC Voice ROMs/vrc107a/26_Elec Viol.wav,Elec Viol,"Electric violin, which features a bright and full timbre, characterized by a clear attack and a prolonged sustain."
391,428,DX7_YAMAHA/VRC Voice ROMs/vrc107a/27_Violin   .wav,Violin   ,"Violin, which has a bright, resonant timbre with a relatively slow attack and gradual decay."
392,429,DX7_YAMAHA/VRC Voice ROMs/vrc107a/28_Hall Orch.wav,Hall Orch,"Orchestral strings, which possess a warm, resonant timbre with a slow attack and a long, natural decay, evocative of an ensemble playing in a large hall."
393,430,DX7_YAMAHA/VRC Voice ROMs/vrc107a/29_1 fifth u.wav,1 fifth u,"Organ, which has a bright, sustained timbre characterized by the presence of a distinct fifth interval overtone."
394,431,DX7_YAMAHA/VRC Voice ROMs/vrc107a/30_Magiglokk.wav,Magiglokk,"Bells, which have a bright, metallic timbre with a sharp attack and a long, resonant decay."
395,432,DX7_YAMAHA/VRC Voice ROMs/vrc107a/31_Magivybe .wav,Magivybe ,"Pad, which has a lush, shimmering timbre and a slow attack and release, creating a dreamy, sustained quality."
396,433,DX7_YAMAHA/VRC Voice ROMs/vrc106a/0_SYN.STR. .wav,SYN.STR. ,"String instrument, which has a rich, full timbre with a very slow attack and a long, sustained release, reminiscent of a bowed orchestral section."
397,434,DX7_YAMAHA/VRC Voice ROMs/vrc106a/1_SYN.STR. .wav,SYN.STR. ,"String pad, which features a warm, full timbre with a gentle attack and long, sustained decay."
398,435,DX7_YAMAHA/VRC Voice ROMs/vrc106a/2_SYN.STR. .wav,SYN.STR. ,"Electronic strings, which have a full and sustained timbre with a slow attack and long release, creating a resonant and evolving pad."
399,436,DX7_YAMAHA/VRC Voice ROMs/vrc106a/3_SYN.STR. .wav,SYN.STR. ,"String ensemble, which has a full, rich timbre with a slow, swelling attack and a gradual release."
400,437,DX7_YAMAHA/VRC Voice ROMs/vrc106a/4_SYN.STR. .wav,SYN.STR. ,"Strings, which has a warm, airy timbre and a slow attack and release, giving it a pad-like quality."
401,438,DX7_YAMAHA/VRC Voice ROMs/vrc106a/5_SYN.STR. .wav,SYN.STR. ,"String section, which has a warm, full timbre with a gentle attack and a long, resonant sustain and release, akin to an orchestral string ensemble playing a sustained chord."
402,439,DX7_YAMAHA/VRC Voice ROMs/vrc106a/6_SYN.STR. .wav,SYN.STR. ,"String section, which has a sustained, pad-like quality with a slow attack and gradual release, and a bright, full timbre."
403,440,DX7_YAMAHA/VRC Voice ROMs/vrc106a/7_SYN.STR. .wav,SYN.STR. ,"String pad, which features a gradual attack and a long, smooth release, creating a rich and evolving sonic texture."
404,441,DX7_YAMAHA/VRC Voice ROMs/vrc106a/8_SYN.STR. .wav,SYN.STR. ,"String pad, which has a warm, full timbre with a slow attack and a long, gradual release."
405,442,DX7_YAMAHA/VRC Voice ROMs/vrc106a/9_SYN.STR.1.wav,SYN.STR.1,"String instrument sound, which has a smooth, rich timbre with a slow attack and release, resembling a bowed string section."
406,443,DX7_YAMAHA/VRC Voice ROMs/vrc106a/10_SYN.STR.1.wav,SYN.STR.1,"Electronic strings, which have a rich, sustained timbre with a bright, evolving character and a gentle, swelling envelope."
407,444,DX7_YAMAHA/VRC Voice ROMs/vrc106a/11_SYN.STR.1.wav,SYN.STR.1,"Electronic string instrument, which possesses a full and resonant timbre with a slow, gentle attack and a long, smooth sustain."
408,445,DX7_YAMAHA/VRC Voice ROMs/vrc106a/12_SYN.STR.1.wav,SYN.STR.1,"String pad, which has a bright, rich timbre and a slow attack and release that allows for long, sustained notes."
409,446,DX7_YAMAHA/VRC Voice ROMs/vrc106a/13_SYN.BRA. .wav,SYN.BRA. ,"Digital pizzicato string, which has a bright, bell-like attack and a smooth, sustained decay."
410,447,DX7_YAMAHA/VRC Voice ROMs/vrc106a/14_SYN.BRA. .wav,SYN.BRA. ,"Electronic brass, which has a bright, slightly buzzy timbre and a sustained envelope that swells in gently and decays slowly."
411,448,DX7_YAMAHA/VRC Voice ROMs/vrc106a/15_SYN.BRA. .wav,SYN.BRA. ,"Brass, which has a warm, full timbre and a gradual attack that swells into a sustained note."
412,449,DX7_YAMAHA/VRC Voice ROMs/vrc106a/16_SYN.BRA. .wav,SYN.BRA. ,"Bell, which has a bright, clear timbre with a percussive attack and a very quick decay."
413,450,DX7_YAMAHA/VRC Voice ROMs/vrc106a/17_SYN.BRA. .wav,SYN.BRA. ,"Electronic brass instrument, which has a bright, resonant timbre with a clear attack and a moderately fast release."
414,451,DX7_YAMAHA/VRC Voice ROMs/vrc106a/18_SYN.BRA. .wav,SYN.BRA. ,"Electronic pad, which possesses a bright yet warm, evolving timbre with a very slow attack and long sustain, creating a smooth, atmospheric quality."
415,452,DX7_YAMAHA/VRC Voice ROMs/vrc106a/19_SYN.BRA. .wav,SYN.BRA. ,"Electronic instrument, which has a bright, brassy timbre with a sharp, percussive attack and a moderate sustain."
416,453,DX7_YAMAHA/VRC Voice ROMs/vrc106a/20_SYN.BRA. .wav,SYN.BRA. ,"Digital brass, which features a bright, clean, and slightly hollow timbre with a fast attack and a sustained, clear envelope."
417,454,DX7_YAMAHA/VRC Voice ROMs/vrc106a/21_SYN.BRA. .wav,SYN.BRA. ,"Plucked string instrument, which features a bright, somewhat metallic timbre with a prominent, wavering vibrato that persists through its moderate decay."
418,455,DX7_YAMAHA/VRC Voice ROMs/vrc106a/22_SYN.BRA.1.wav,SYN.BRA.1,"Electronic brass, which has a clear, bright, and somewhat reedy timbre with a quick attack and a very long, ringing decay."
419,456,DX7_YAMAHA/VRC Voice ROMs/vrc106a/23_SYN.BRA.1.wav,SYN.BRA.1,"Electronic pad, which features a bright, somewhat metallic timbre and a gentle, slow attack and release."
420,457,DX7_YAMAHA/VRC Voice ROMs/vrc106a/24_SYN.BRA.1.wav,SYN.BRA.1,"Electronic pad, which has a bright, resonant timbre with an evolving, slightly metallic quality, and an envelope characterized by a gradual attack and a long, slowly decaying sustain."
421,458,DX7_YAMAHA/VRC Voice ROMs/vrc106a/25_SYN.BRA.1.wav,SYN.BRA.1,"Electronic pluck, which has a bright, buzzing timbre and an envelope featuring a sharp, downward pitch-sweeping attack and a relatively quick decay."
422,459,DX7_YAMAHA/VRC Voice ROMs/vrc106a/26_SYN.LEAD .wav,SYN.LEAD ,"Electronic lead instrument, which has a bright, somewhat reedy timbre and a relatively quick attack with a sustained decay."
423,460,DX7_YAMAHA/VRC Voice ROMs/vrc106a/27_SYN.LEAD .wav,SYN.LEAD ,"Electronic lead tone, which possesses a clear, slightly reedy timbre and a quick attack followed by a steady sustain."
424,461,DX7_YAMAHA/VRC Voice ROMs/vrc106a/28_SYN.LEAD .wav,SYN.LEAD ,"Electronic lead, which has a bright, slightly resonant timbre with a clear attack and a sustained, ringing quality."
425,462,DX7_YAMAHA/VRC Voice ROMs/vrc106a/29_SYN.LEAD .wav,SYN.LEAD ,"Lead instrument, which has a piercing and edgy timbre with an immediate attack and a sustained presence."
426,463,DX7_YAMAHA/VRC Voice ROMs/vrc106a/30_SYN.LEAD .wav,SYN.LEAD ,"Electronic lead, which has a bright, sustained timbre with a fast attack and a fairly abrupt release."
427,464,DX7_YAMAHA/VRC Voice ROMs/vrc106a/31_SYN.LEAD .wav,SYN.LEAD ,"Electronic lead, which has a bright, somewhat piercing timbre characterized by a sharp attack and a sustained, clear tone."
428,465,DX7_YAMAHA/VRC Voice ROMs/vrc112a/0_STARTXXX .wav,STARTXXX ,"Bell, which has a clear, metallic timbre with a sharp attack and a resonant, sustained decay."
429,466,DX7_YAMAHA/VRC Voice ROMs/vrc112a/1_O-F-SEQ 1.wav,O-F-SEQ 1,"Electronic pluck, which has a clean, bright, and slightly resonant timbre with a fast, percussive attack and quick decay."
430,467,DX7_YAMAHA/VRC Voice ROMs/vrc112a/2_O-F-SEQ 2.wav,O-F-SEQ 2,"Electronic bass, which has a bright, resonant timbre with a sharp, percussive attack and a relatively quick decay."
431,468,DX7_YAMAHA/VRC Voice ROMs/vrc112a/3_P.EGVOICE.wav,P.EGVOICE,"Vocal pad, which possesses a warm, smooth, and slightly ethereal timbre, characterized by a slow attack that gently swells, a long sustain, and a gradual release."
432,469,DX7_YAMAHA/VRC Voice ROMs/vrc112a/4_P.EGVOICE.wav,P.EGVOICE,"bell, which has a very fast, percussive attack and a bright, clear timbre that rings out briefly."
433,470,DX7_YAMAHA/VRC Voice ROMs/vrc112a/5_P.EGBRASS.wav,P.EGBRASS,"Electronic brass, which possesses a bright, full timbre and a moderately fast attack that settles into a sustained sound."
434,471,DX7_YAMAHA/VRC Voice ROMs/vrc112a/6_P.EGBRASS.wav,P.EGBRASS,"Brass instrument, which has a powerful and full timbre with a sharp attack and a long, resonant decay."
435,472,DX7_YAMAHA/VRC Voice ROMs/vrc112a/7_CHINA S&H.wav,CHINA S&H,"Metallic percussion, which has a bright, bell-like timbre and a sharp percussive attack followed by a rapid, stepped decay."
436,473,DX7_YAMAHA/VRC Voice ROMs/vrc112a/9_BRASZANCE.wav,BRASZANCE,"Low brass instrument, which has a deep, resonant timbre with a moderate attack that carries a subtle 'buzz' and a long, smooth sustain."
437,474,DX7_YAMAHA/VRC Voice ROMs/vrc112a/10_BRASZANCE.wav,BRASZANCE,"Brass instrument, which features a deep, resonant timbre and a slow attack, sustaining with a prominent pitch descent before a gradual release."
438,475,DX7_YAMAHA/VRC Voice ROMs/vrc112a/11_MILTONE  .wav,MILTONE  ,"Chime, which has a pure, ringing timbre and a long, resonant decay."
439,476,DX7_YAMAHA/VRC Voice ROMs/vrc112a/12_REFLECTIO.wav,REFLECTIO,"Electronic pad, which has a bright, ethereal timbre with a prominent shimmer effect and a long, resonant decay."
440,477,DX7_YAMAHA/VRC Voice ROMs/vrc112a/13_FANTASY  .wav,FANTASY  ,"Pad, which features a bright, shimmering, and evolving timbre with a soft attack and a long, lingering decay."
441,478,DX7_YAMAHA/VRC Voice ROMs/vrc112a/14_PACHICHOR.wav,PACHICHOR,"Electronic chime, which possesses a bright, metallic timbre and a distinct, percussive attack followed by a long, shimmering decay."
442,479,DX7_YAMAHA/VRC Voice ROMs/vrc112a/15_NO.40    .wav,NO.40    ,"Metallic string instrument, which has a dark, resonant timbre with a sharp, percussive attack and a long, slowly decaying sustain."
443,480,DX7_YAMAHA/VRC Voice ROMs/vrc112a/16_EP-UNIT  .wav,EP-UNIT  ,"Electric piano, which has a warm, bell-like timbre with a moderately quick attack and a relatively slow decay."
444,481,DX7_YAMAHA/VRC Voice ROMs/vrc112a/17_BRASS-UNI.wav,BRASS-UNI,"Brass instrument, which has a warm, rich timbre with a slow attack and a long sustain."
